Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,LifecycleExpiration,5,1,3,48,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,getDate,3,1,0,54,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,setDate,3,1,1,58,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,getDays,3,1,0,62,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,setDays,3,1,1,66,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,getExpiredObjectDeleteMarker,3,1,0,70,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,setExpiredObjectDeleteMarker,3,1,1,74,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,equals,10,3,1,78,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleExpiration,hashCode,3,1,0,91,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,LifecycleRule,2,1,0,56,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,LifecycleRule,10,1,8,59,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,getAbortIncompleteMultipartUpload,3,1,0,74,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,setAbortIncompleteMultipartUpload,3,1,1,78,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,getExpiration,3,1,0,83,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,setExpiration,3,1,1,87,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,getFilter,3,1,0,91,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,setFilter,3,1,1,95,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,getId,3,1,0,99,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,setId,3,1,1,103,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,getNoncurrentVersionExpiration,3,1,0,107,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,setNoncurrentVersionExpiration,3,1,1,111,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,getNoncurrentVersionTransitions,3,1,0,116,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,setNoncurrentVersionTransitions,3,1,1,120,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,getStatus,3,1,0,125,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,setStatus,3,1,1,129,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,getTransitions,3,1,0,133,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,setTransitions,3,1,1,137,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,equals,10,3,1,141,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,hashCode,3,1,0,160,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,Status,3,1,1,175,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRule,toString,3,1,0,180,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRuleAndOperator,LifecycleRuleAndOperator,2,1,0,43,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRuleAndOperator,LifecycleRuleAndOperator,6,1,4,46,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRuleAndOperator,getObjectSizeGreaterThan,3,1,0,55,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRuleAndOperator,setObjectSizeGreaterThan,3,1,1,59,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRuleAndOperator,getObjectSizeLessThan,3,1,0,63,0,,
S3Mock,com.adobe.testing.s3mock.dto,LifecycleRuleAndOperator,setObjectSizeLessThan,3,1,1,67,0,,
